,X,Y,Por,Perm,AI,Facies
3159,1000,4890,13.772092415188236,453.3383450898248,4261.681958902953,0
1846,8700,1390,17.888939768002835,352.19002891610626,3971.6286230592887,0
599,7100,490,16.151435271267538,556.8201493896095,4033.8842967453556,0
1713,9200,490,19.989605500889624,729.9395846503203,3869.4971076408865,0
3838,8700,4890,15.10482191311221,424.0066143589705,4439.2029341398975,0
4767,1100,790,18.841969967589694,840.7282850807051,3939.7278985003322,0
2949,2700,9490,21.66430612365115,711.1440659548347,3655.221751527469,0
800,3400,8690,17.846177321610973,230.08365546788042,3737.9141316616083,0
373,9250,3250,13.532441662584597,104.0807324455489,4161.987375894726,0
3121,800,290,21.64699189274554,390.05082509805817,3809.833521952832,0
1105,7400,3490,19.81851798,0,3938.4326255939277,0
798,7200,2890,15.168149368484782,386.5604012196684,4106.545065569902,0
1416,1700,9090,24.977843805883772,957.6811483907074,3596.4012663064673,0
1378,100,8690,21.933494492399426,1149.0226724169236,3614.5181769601622,0
1142,2800,2590,14.534612515318027,383.56828027135646,4199.559783045712,0
2979,3000,8590,20.909028325492198,570.2489476006932,3741.068073297606,0
3421,3200,5190,15.358028958924045,985.3714365354938,4027.7323032883423,0
4583,6700,7290,11.25750092466748,0,4708.782400711758,0
4122,7900,990,19.820810278904283,220.2631135406184,3988.514333196579,0
2330,1000,790,15.47793873,920.6459831920031,3785.16075,0
4587,500,9890,22.719282032766007,917.2474251891917,3747.319093071215,0
745,1000,7290,14.42787310063987,126.60359024200761,3814.3017166628456,0
3326,6100,7090,12.236954488404146,116.67944271003273,4320.153047054327,0
757,1700,8690,22.248923303172745,946.3327957811405,3607.8255731021927,0
2331,2800,8290,23.26994997908278,250.2383154214108,3666.6866428422218,0
3099,900,490,16.150751023819957,221.46281774542075,3922.504430345552,0
2013,300,9790,19.644446706544834,495.12488135018566,3683.744820602672,0
2271,3000,9990,19.68751362384349,342.95035997168054,3916.939190271516,0
3724,4100,9090,16.08300904836243,661.8959162224484,4180.347290666054,0
536,4100,4390,20.610354949135374,983.9345548808174,4017.198445568231,0
1466,8300,4190,13.377973179848198,585.5900217005494,4118.544309,0
42,1250,8750,23.32517077393795,507.43039221635803,3668.068135337997,0
195,1600,6990,21.77832661207232,725.0042632935416,3970.841652207113,0
3907,9100,790,20.099189166374728,792.3630058954475,3905.005292326742,0
4312,7900,8190,9.510972147394343,434.3506708882231,4523.831407676027,0
3259,200,6390,11.225054081529088,488.02005710209136,4135.428157889827,0
3142,4200,3690,14.456974214731904,844.3123897109947,4069.7835967037504,0
4069,6100,5190,12.550036926925625,382.6145023275019,4120.1181878254865,0
2192,700,5990,16.977271275018598,133.6836173430139,3943.360863805997,0
1865,7300,5090,13.117774189065267,288.53382972011764,4314.924376,0
2055,500,1390,17.17983056596174,56.92250293490923,3977.3094978972354,0
1843,4300,6690,16.118478312478928,385.1408811899837,4207.587718530261,0
2304,2800,8490,20.418969357084826,804.6695568598437,3721.223169347146,0
1138,2400,7690,20.665109737627542,345.4325334449545,3679.543241066558,0
1082,2400,6890,23.403507054786076,542.1236046058112,3703.8573300528546,0
2070,7700,9090,15.497229586407842,436.93405665906215,4186.509150435751,0
4193,9400,3490,13.436354645479325,105.67541875692035,4271.604111830051,0
2908,4900,1790,14.283914485521393,184.45923487433248,4317.832356641456,0
3513,600,490,18.576034585105177,913.5513396346818,3861.988176284228,0
4261,1600,9490,25.809264194992124,1082.1014401096277,3557.467570898184,0
2864,2500,2590,11.274287600571164,824.2800013201884,4318.312764771218,0
1703,7800,790,15.755543169248291,731.9609730494466,4000.730708728275,0
1191,1200,9490,22.485452686390037,709.3859201286923,3784.5412320554865,0
27,400,790,15.62095758794202,553.5208561169911,3973.479766456751,0
1903,200,290,17.704460413531557,486.75375698113675,3859.166437502438,0
663,3400,9190,18.568582497580426,978.9986170124521,3925.722775591382,0
2250,3700,9690,16.136983255373927,618.5870466798602,4109.632088920433,0
4758,1200,9890,21.80816831836151,595.5617723814736,3578.843341612992,0
4884,1200,7690,21.744020292162634,691.9813397911522,3736.1882040550195,0
2226,7200,1190,15.705813735898031,597.0263886745935,3981.5591540577275,0
3991,1400,2590,15.33269096983388,448.4683400275235,4631.996151,0
197,2000,9390,22.013782784006054,1025.5855673543163,3687.2944689334454,0
4269,1600,9690,26.023676068001137,617.4707340801847,3630.8414451813655,0
500,1000,8990,20.731537269002402,509.4352866738195,3616.6237772611066,0
3163,6300,4690,10.342825783832092,242.11958494601686,4158.245400473436,0
4104,3900,990,17.47755023464745,923.0922477115716,3964.614458489143,0
4375,1000,9790,23.95676013711359,1018.8481701158837,3694.4818884356214,0
1174,1800,9390,23.97923099645694,681.7902083212022,3649.4760055455586,0
2299,1600,4190,12.679975875912874,584.3130786217624,4293.541787836769,0
4955,1800,9290,23.967664118031216,341.4200162991544,3639.3024595821184,0
4748,9100,690,20.98673259,755.7299840307783,3880.142689170814,0
3293,1100,7490,19.60177492219071,557.8189914527823,3752.593265425757,0
1585,400,7190,15.02077336385892,353.1733984244353,3751.3809158351555,0
249,900,390,19.603568031031546,844.0243723607666,3734.290531027418,0
1866,1600,8690,26.728055053270463,969.4033305880282,3563.023707167522,0
4571,5500,2990,9.645082084754822,0,4142.264716408464,0
2803,2700,9290,19.867456656304473,265.2044227468014,3725.505997172233,0
2039,1700,6890,19.19584364364689,67.64743367,4058.1162596335885,0
4441,100,190,18.402477452804586,343.5089006873098,3966.5810005502804,0
2368,6100,5590,17.573787545748075,118.24093172711713,4244.617469801609,0
3109,2000,9890,20.89186299701817,729.3135853604356,3747.0101991332785,0
3331,2300,8890,19.85807105247154,128.4493991221127,3699.9058316615137,0
3934,3800,6290,11.098159098520648,235.46622725853265,4188.815760492386,0
3500,3300,2690,14.310262679485769,796.4796678867791,4230.773980070558,0
293,7250,3250,20.727860047530523,433.63935187801104,3978.5662694230605,0
2996,2300,1690,13.052648625972065,378.43584898418567,4109.1661828846045,0
4848,1700,4990,18.04100358781941,0,4228.881278242814,0
1649,1400,2190,14.109193323504474,3.85091505,4213.786568799663,0
4240,5900,790,13.97368724250824,403.37386115463335,4141.741951644252,0
3656,3300,3990,13.343616574519821,634.7038942154311,4036.6260777410384,0
637,200,7390,15.65983650145937,294.5842629202261,3696.7739920734725,0
22,750,8750,21.63803085765802,593.3015941286255,3767.9368587689305,0
4456,8700,590,19.41104394690114,207.2316796975988,3849.3909124607367,0
1610,900,290,20.70594415754922,506.5730664655203,3680.377994195239,0
4025,1100,6990,19.347026862570427,921.7063817576657,3740.6489287274576,0
1990,9200,1290,19.715145068739453,1105.5088910645284,4161.549628425725,0
2171,2600,1590,18.408813186832447,1119.8843066191075,4084.7788636740647,0
821,400,9590,22.905382574475595,1231.009253657946,3754.6308832571112,0
499,4000,490,14.884529144228466,619.5699960054072,4407.821170484457,0
3191,1900,8090,21.69659139945754,56.79661507,3549.859605416103,0
4593,7500,990,17.306230774266407,314.6314925741092,3940.9504886169593,0
4762,8700,9390,14.077357899907021,974.9602685266343,4345.557666418329,0
428,3300,2090,17.23432406798434,835.8301533493513,4309.573531391349,0
907,2300,1390,18.37698611117252,370.1949494639209,3985.257307091819,0
1008,900,9190,24.593446116103465,51.02872297128374,3723.6687223537806,0
995,3800,6990,18.553936355931086,678.6822849243104,3870.823151215548,0
4303,2300,9990,21.24803846,767.3356899075925,3635.4247517113213,0
3938,200,9890,21.531914729842313,761.3910778220921,3762.3543686646285,0
4525,2800,6590,19.399546559455825,750.6399036172351,3882.598871792247,0
1125,0,9690,22.745657388100575,475.8598230583725,3757.900971942407,0
54,1250,2750,11.632724438820354,282.47644740937096,4136.885363298006,0
4606,6700,3490,19.77105233784861,382.5266720126795,3917.2309637482226,0
3942,3500,590,17.77924079914838,369.6031745563501,4062.0973966901925,0
4757,2900,4490,13.199714762838452,482.6782659518604,4020.8215859346924,0
3552,2200,8590,21.336353684817823,425.4667258893221,3854.3869237993945,0
4566,1500,9390,24.450753661144727,930.8557724,3674.9286867700825,0
3187,800,7990,22.648503923675115,602.0030665500313,3686.1375565000358,0
4697,700,9690,22.965596103369883,577.9671022625449,3665.9429452690965,0
2668,8600,9490,14.860537860709496,396.2660364523296,4319.438496324142,0
41,1250,9250,24.265082419809218,1201.7850851220014,3623.2386234767464,0
2457,1400,7690,23.487903598576665,740.2313065287904,3654.873612331694,0
3033,2500,9590,23.332571286207347,119.97594995708914,3662.915284212236,0
2896,3500,8090,20.094252923131144,0,3877.5323350059066,0
4820,1800,4790,11.81491246310133,570.8548789540432,4156.845174170858,0
4037,1800,9490,26.40048020141171,670.4441052,3638.9117176096906,0
1283,4700,6590,10.358774941331163,494.4967937717768,4396.143873,0
1712,800,9190,26.45893983313578,655.0343455438333,3712.5356079201047,0
4040,6300,5890,13.74062883810807,730.5324526,4451.333932110803,0
4706,7100,2690,20.971971151392697,502.8212593357928,3894.064323961423,0
4215,8900,3390,12.152673925714609,13.644339336121448,4243.758567,0
3050,2700,9690,24.761210161815832,395.8180508757354,3645.8184494726133,0
340,4600,2890,12.263892375504025,0,4284.783160519416,0
4547,5500,7790,14.926871172193001,264.9798233080438,4161.873902865355,0
2418,800,9290,22.97398748489903,873.787144,3670.9640020732895,0
55,1250,2250,14.312134939808988,82.08975132290288,4110.879453921348,0
2003,2100,390,15.212822321836109,286.94712611226794,4130.639682844926,0
4212,4600,9690,16.17845185556444,554.1662686987279,4045.0411775753396,0
3005,5400,890,11.343006364463598,517.7324142766859,4101.711315771508,0
3705,7200,3190,15.790511184186308,631.6557895014004,3954.4776495705964,0
2744,7900,6790,9.224354317579358,364.14517312342946,4644.848452157967,0
1042,6600,3990,14.690445610388872,705.2691711262838,3969.2086185574617,0
1296,4200,9590,18.66267854095298,611.5215701531624,4123.511972022584,0
4464,8600,6290,13.634834070609575,731.7196965510509,4622.052020840558,0
891,0,8090,23.04000008767983,1236.1048804074983,3850.8597469966076,0
2450,2900,9790,22.35329350417443,721.8778585193003,3703.868135,0
333,1500,7190,22.061525032215837,1144.5494879023136,3703.813685725904,0
3711,3300,9390,23.013928935708513,794.5984089843972,3794.839329249812,0
2599,4000,5390,11.773805451163012,397.9278428164168,4257.245344926653,0
446,3700,5690,12.786093159999458,582.6504985333763,4274.920183725485,0
317,1500,8290,25.315865320989857,602.2652189062667,3571.9212282583467,0
4144,0,7090,17.263970593830805,511.9901046856982,3649.4180651672195,0
529,1100,7290,20.74493242613012,630.6228483218033,3751.071926,0
4233,1600,790,19.787303849866767,526.6247414092962,3954.109023967101,0
1763,9500,890,15.745460362563568,665.1777356694179,3901.287352,0
3664,6600,6390,16.196469804902083,594.7625721063565,4534.736488220651,0
1318,4300,5390,14.17401386173268,0,4436.7262467163755,0
147,6300,3290,16.33855126,1173.8244140933748,4009.7711607261804,0
1563,3700,2090,11.42710137699514,0,4227.379812291526,0
61,1750,9250,22.707997907227195,681.7604662545021,3593.4215175731533,0
4954,400,590,20.796081367496537,0,3794.844782301341,0
683,3800,4190,19.63261615907623,220.96357921580076,4063.9094074013124,0
1430,2200,290,20.74966355,957.1762234817127,3932.5604932026667,0
585,3000,9890,21.731316625465055,843.2772761592232,3805.6852617637296,0
1232,7500,1690,15.05029687112512,742.7985488104637,3846.9756826350053,0
4948,8700,1990,16.291435406526197,160.4829636049065,4152.238077842627,0
3887,7500,1590,15.522401882905992,450.3707266256374,3989.420348540237,0
3221,8600,8890,12.507532603047933,87.47476025824437,4480.316544,0
83,2250,8250,24.077199812068045,660.4776545845897,3666.6748165578992,0
1870,1100,7090,18.841627781830205,551.1961534302229,3891.9813440171138,0
2349,1800,7090,17.85806019,342.8535347599731,3816.906578899409,0
4532,6600,2590,18.863479713245294,979.1959606476778,4055.803335759837,0
2358,8800,2190,19.95431912402367,307.6542180270655,3968.6290130782063,0
1346,2000,990,14.205996115856113,379.29085320960826,4040.806314892104,0
1751,7000,6990,12.540393626728205,0,4430.681469079908,0
1024,3100,8190,19.328055788144674,430.8765950948332,3841.864066157928,0
1498,1900,9690,21.37389412664047,902.8344462157329,3656.8982469793646,0
2928,2800,890,17.63081558921223,655.3560471703296,4122.533622394063,0
3700,3200,8690,22.71292029311281,436.9368691034466,3967.0574781610994,0
4730,2400,9790,27.594891730048346,836.5621463,3669.4840762559074,0
3542,700,6090,11.484916816133676,487.0261329,4199.3918282802315,0
1401,7900,90,19.497026454079144,224.05446281905506,4019.9994619635636,0
1324,6600,4290,13.796814542763622,264.04646218407163,3978.7929527772953,0
4922,3700,5890,12.502070656812164,192.61593866451489,4219.262589583366,0
2769,3300,9690,19.42695392142408,740.7687147457384,3792.6606398958443,0
2342,100,1890,15.161882168479636,307.2561077930393,4020.599705109129,0
3466,900,6690,13.370517266632213,477.30176990418545,4012.252841600281,0
4228,1800,90,16.861891781151318,561.6138257340917,3992.582088439265,0
863,2600,9790,22.084158665807113,638.9424442055192,3788.704185719659,0
58,1250,750,18.597037074361882,689.2130705212123,3812.1784026315545,0
1726,1100,1190,17.02412811536146,673.3258736164637,4180.920853101325,0
2932,100,8390,19.061938325322622,450.6283487903743,3669.6832478620795,0
1035,9400,1690,17.183274246584432,434.1477906,3988.746294301332,0
56,1600,9090,24.778903844263667,999.6308225298133,3578.5219610609192,0
3632,8700,1290,18.231025761839703,297.8810338481985,3968.6398220027713,0
1361,1800,8090,22.48874009,1003.9768860829577,3628.4080798208115,0
4498,6100,3890,13.05664383100119,836.5126915805231,3959.297793801687,0
4489,1000,7790,24.309250875393268,317.1978371181839,3762.538720166862,0
3689,2800,6690,17.975969703031634,29.841434525080047,3835.4766652501303,0
4911,2900,9890,21.630859657865667,251.4316871265192,3791.535237449181,0
2685,1800,5890,13.374971590261227,23.32852979619082,3962.2306261989866,0
3356,1700,7790,23.625849018647962,1165.031652727861,3662.3091730175083,0
2369,1600,9990,23.936376546306196,769.3411100033233,3653.0984566056713,0
755,3100,8490,21.46689397897487,863.8204864584619,3788.1916541327732,0
862,8000,90,22.18001108481895,1096.0957557788802,4068.549324544221,0
84,5700,3090,12.596271663645197,672.1286757517689,4078.872989227027,0
75,1900,9890,22.336602991891173,1021.8989204494137,3768.047721896504,0
4171,7400,2290,19.351773998637483,171.44526958026393,3945.7030151844215,0
3188,7100,4490,18.07596954973169,462.7488824124402,3817.9779883585556,0
2255,5300,5390,13.339673026507645,655.3568349723329,4348.173369409155,0
3671,9800,8390,10.857180101732546,749.8366407089521,4513.877994303644,0
4049,2200,8790,20.758688676981702,393.2983139049398,3770.9919901424482,0
434,6200,5490,13.495207950133771,0,4063.687795450929,0
3277,3500,8590,19.95718334280078,238.01857478659548,3853.1795426219296,0
